SUPPLIER_ID,SUPPLIER_NAME,CONTACT_NAME,CONTACT_EMAIL,PHONE,ADDRESS,CITY,STATE,COUNTRY,POSTAL_CODE,PAYMENT_TERMS,LEAD_TIME_DAYS,RATING,IS_ACTIVE
SUP-36FBF8BA494,"Griffin, Morton and Green",Kari Lloyd,cooperchristopher@larson.info,001-966-837-2395x04102,7836 Wells Drive Suite 047,Gregoryhaven,TX,US,05877,Net 30,39,4.8,True
SUP-F6CE1736067,Hardin Ltd,Ryan Bishop,matthew41@pena-myers.com,001-393-385-2580x0106,3443 Andrew Course Apt. 939,Lake Susanland,PR,US,79758,Net 90,26,2.5,True
SUP-855E8D35E44,Bennett Ltd,Tracy Kemp,jonowens@fowler.biz,001-654-421-4066x504,73962 Rodriguez Plains Suite 391,Baldwinville,AZ,US,10058,Net 30,13,4.9,True
SUP-4A6D7740A1F,Duncan LLC,Alicia Jimenez,fitzpatrickelizabeth@hernandez-rivera.biz,001-508-277-6618,719 Cook Hollow Suite 015,Christophermouth,WV,US,38506,Net 30,22,3.7,True
SUP-C46E222E721,"Harris, Spencer and Ponce",Elizabeth Price,mccoymichael@mcclure.com,(603)909-3761,05050 Wilson Valley Suite 829,North Benjamin,FL,US,64581,COD,28,4.8,True
SUP-3BD36A168F4,"Smith, Meadows and Montgomery",Matthew Smith,conwaylori@bryant.org,811-779-9313,1982 Copeland Underpass Apt. 092,Bryanview,FL,US,99794,Net 60,9,4.1,True
SUP-09E0A497813,Jackson-Wood,David Perkins,craigboone@bennett.com,5024194672,763 Cheryl Camp Apt. 791,Michaeltown,OH,US,31386,Net 30,39,4.3,True
SUP-2FD8B370625,Wilson PLC,Lisa Huffman,stevensims@hill.com,(577)822-0054,9701 Sara Fall Apt. 078,North Pattymouth,OR,US,76491,COD,45,3.1,True
SUP-D37D83148E5,Barnes-Burgess,Crystal Rodriguez,coreyrojas@bennett.com,997.506.2397x2652,3520 Juan Creek Suite 762,Jeffreyport,PA,US,21051,Net 90,3,4.5,True
SUP-CE955921D2A,"Cisneros, Whitehead and Lane",Crystal Jenkins,natkins@wells.biz,001-233-956-9392x9060,8671 Simpson Corner,Lake Jessicaborough,DC,US,47477,Net 30,30,4.9,True
SUP-4017F378086,Allen-Duarte,Michael Martin,vhodge@johnson.biz,(657)801-6580,989 Kristin Common Suite 085,North Patrickmouth,RI,US,05858,COD,12,3.3,True
SUP-2BA40E5324D,Richardson-Wong,Kristina Ayala,tinaallen@banks.org,001-733-955-4864x015,817 Hayes Land Apt. 371,South Rachaelport,CA,US,14835,Net 90,42,4.4,True
SUP-988A82D2380,Hill Ltd,Chris Harris,cartertara@huynh.com,931-903-8569x5579,242 Perez Landing Suite 025,Stephenburgh,RI,US,21576,COD,32,3.3,True
SUP-A80B2268A5A,"Nichols, White and Thompson",Summer Bauer,johnwilliams@andrews-alexander.com,(438)605-5257,67275 Adam Streets,Deborahport,NJ,US,38489,Net 90,23,4.6,True
SUP-BCD89D52189,"Estrada, Marsh and Chandler",Gina Rodriguez,imccullough@pierce.com,251.350.9398x343,186 Tracy Rapids Apt. 562,Woodstad,AL,US,37810,Net 30,20,4.6,True
SUP-322482F9BA2,Bell-Madden,Anita Luna,afigueroa@roberts-shaffer.biz,001-862-399-1234x7851,4628 Page Throughway,East Jacob,MS,US,38441,COD,39,3.8,True
SUP-95BCFC8C747,"Henry, Carson and Turner",Kathleen Singh,anthonysmith@evans-davidson.info,946-327-3014,796 Burton Mountains Apt. 589,Port Jordanshire,AR,US,19655,Net 30,34,4.6,True
SUP-58EE1E07127,Murray-Steele,Anthony Ward,brandon48@mayer.com,001-419-228-5544x51895,457 Peterson Estates,East Ericbury,MP,US,25197,Net 60,25,4.4,True
SUP-4D6AB951BF4,"Austin, Guerra and Fox",Kristen Avila,butlersabrina@fuentes.info,(545)427-9852x401,342 David Common,Vazquezville,CA,US,02965,Net 90,38,2.0,True
SUP-0A7C3BD33C7,Todd-Williams,Ricky Palmer,harrisonrebekah@jones.com,001-711-793-9325x01249,938 Cory Prairie,New Jayborough,LA,US,23015,Net 30,18,4.2,True
SUP-B443FA83AFC,"Smith, Swanson and Glass",Sarah Wells,scottrosario@davenport.biz,483.961.5171,480 Mark Crescent Suite 479,Gloriamouth,IN,US,73103,Net 60,33,3.9,True
SUP-D410FCFC211,Roberts-Wyatt,Benjamin Randall,xcrosby@smith.info,+1-716-578-1126x69121,96136 Ramirez Station Suite 657,Archerhaven,KY,US,19817,Net 30,8,2.9,True
SUP-FD26CBCC4F2,Rodriguez-King,Mark Taylor Jr.,greertyrone@stanton.org,+1-952-649-9118x77347,800 Beard Crest Suite 756,Stevenston,HI,US,73464,Net 60,22,4.0,True
SUP-29A853646D1,"Dalton, Turner and Mccarthy",Chad Baldwin MD,carrolltracy@jennings.com,206.447.9695x45009,9056 Ronnie Knolls Suite 503,East Deborah,OR,US,11634,Net 90,30,5.0,True
SUP-8FEB009A2AD,"Jones, Torres and Morgan",Gabriel Murray,abradley@smith-harrison.com,469-665-9171x35785,3718 Karl Causeway Suite 963,Lake Meganville,OR,US,44651,Net 90,32,2.8,True
SUP-996D2D71228,Jones-Solis,Daniel Flynn,william46@fernandez.org,878.220.8297x37489,7232 Richard Loop,Michelleland,SC,US,27181,Net 30,15,2.9,True
SUP-C289164615F,Adams-Mitchell,Michael Young,daniellee@robles.info,486.260.3242x0448,01594 Rachel Lodge Suite 162,North Ashley,NY,US,16313,Net 60,15,2.6,True
SUP-C6722249640,"Beck, Carpenter and Hampton",Kathleen Davis,mejialawrence@mclaughlin.biz,221.923.4764,158 Wells Gateway Suite 257,Loritown,SD,US,79906,Net 90,9,4.5,True
SUP-5D80DD8E3DB,Skinner Ltd,Amy Lowery,johnnycruz@mullen.com,+1-537-660-6441,75604 Madeline Overpass,Mclaughlinmouth,VT,US,55861,Net 90,14,2.9,True
SUP-C1A32419C49,Holloway Ltd,Austin Fisher,shawn00@may.com,5634459112,7724 Grace Views Suite 431,Richardsonfurt,FM,US,49957,Net 60,20,2.1,True
SUP-94CC2BE3AD2,"Walker, Vaughan and Leblanc",Lori Meadows,sgonzalez@williams.biz,+1-942-315-2910x867,334 Francis Light,South Melissa,PA,US,28755,Net 90,11,3.9,True
SUP-A0B677C1D9A,Acosta-Lopez,Ricky Johnson,joe73@aguilar-holland.com,6723563669,005 Thomas Knoll,North Jonfurt,ME,US,52234,Net 30,3,3.7,True
SUP-E13A62EDE14,"Wood, Donaldson and Hansen",Debbie Gordon,natalie21@page-hamilton.com,650-627-4564,2572 Brown Drive Apt. 320,Greenmouth,NE,US,15708,COD,24,2.6,True
SUP-3C9A3785C25,Williams-Kelly,Karina Vasquez,daviddavis@white-jackson.net,999-339-0892x613,41659 Mary Drives Apt. 177,Fullerview,PA,US,86747,COD,10,4.5,True
SUP-E49D2F75F44,Rivera Inc,Tiffany Nguyen,jasonwilliams@campbell.net,+1-861-864-2361x032,214 Owen Street Suite 925,Port Michaelborough,NM,US,58886,Net 30,39,3.9,True
SUP-371E01CD40B,Alvarez-Hart,Peter Shepherd,ryansimmons@palmer.com,+1-427-688-1476x1742,649 Andrea Cape,New Rogerville,NH,US,87120,Net 60,39,4.8,True
SUP-66DAE64C68F,"Carroll, King and Scott",Jonathan Wilson,lwhite@williams-butler.com,897-279-4523x21941,1027 Holt Ways,Turnerstad,UT,US,88817,Net 60,10,3.7,True
SUP-E6661451775,"Leonard, Ballard and Miller",Connor Cabrera,micheleclark@thomas.net,414.472.7601,7079 James Port Suite 050,Lake Melaniechester,MT,US,65473,Net 60,36,3.1,True
SUP-C268C3B570A,"Lane, Simon and Duarte",James Palmer,dhall@smith.com,+1-967-717-9576x0243,83959 Anderson Hill Suite 657,New Jared,UT,US,98707,Net 90,40,5.0,True
SUP-B534098C432,Estrada and Sons,Christopher Vasquez,fhahn@young-hawkins.com,(545)322-8015x619,4550 Kemp Walk,Lake Brentmouth,AS,US,60418,Net 30,42,4.9,True
SUP-7E5E956E2B3,Villegas PLC,Shannon Garcia,romerogary@pitts.com,001-847-287-1255x2137,5482 Joseph Stravenue,Wardbury,FL,US,99225,Net 60,43,2.6,True
SUP-A7A31DEFA51,"Fisher, Perez and Pham",Jason Ellis,sherry72@robbins.com,455-262-6060,6845 Smith Harbors Apt. 673,Terryfurt,WI,US,26360,Net 60,18,2.5,True
SUP-49910D6AB48,Miller-Medina,Nathan Hobbs,jason88@boyd-sherman.com,3082943468,8510 Shane Ports Apt. 753,West Kevin,TN,US,94198,Net 30,29,3.4,True
SUP-7F0056F2E1E,"Chambers, Klein and Stone",Garrett Aguilar,shawn26@miller-brown.com,937.815.8698x8649,762 William Oval Suite 288,Lake Jasonfort,AZ,US,98345,Net 90,5,2.7,True
SUP-8F034B87DDC,Raymond LLC,Barbara Phelps,martinezashley@mills.com,554-447-0229x6044,18510 Olson Inlet Suite 567,Port Dillon,SC,US,60916,COD,7,4.1,True
SUP-16C6552F9F1,Contreras-Hernandez,Ann Weber,zhughes@weaver-rubio.info,001-241-520-9481x8139,018 Suzanne Harbor Apt. 397,Port Amandamouth,MO,US,77688,Net 60,30,2.3,True
SUP-C3BE301917E,Henry Inc,Christopher Johnson,patrick11@weaver.com,(741)424-6209,046 Luke Loop,Jonathanville,AR,US,27050,Net 60,20,4.5,True
SUP-F9C75856D9B,Goodwin PLC,Jordan Gordon,adamslucas@russell.com,8489913824,832 Fernandez Extension,New Stephanie,PW,US,73265,Net 60,22,3.8,True
SUP-5766D441B92,Williams-Hess,Lisa Delgado,aaronmahoney@nelson-king.biz,(839)384-0289x141,846 Cheryl Unions,Nicolemouth,SC,US,34758,Net 90,31,2.4,True
SUP-C82E262A39C,"Chavez, Sanchez and Bird",Joe Greene,sloandennis@lynch.com,+1-826-787-6811x80715,01753 Smith Summit Apt. 453,Port Christinaport,AS,US,94585,COD,20,3.5,True
SUP-ACB2C1E8DD3,Young Group,Amanda Vasquez,adrianjoyce@foster.info,(483)399-9219,9384 Melanie Brooks,Erinmouth,AL,US,56483,Net 30,41,2.1,True
SUP-67A5891A1C0,"Nunez, Santos and Nash",Ryan Russell,fraziersteven@holmes-williams.com,7463875063,361 James Isle,Bryanville,AK,US,63411,Net 90,41,2.8,True
SUP-AA8998FA713,Morton-Watkins,Felicia Wright,wellssusan@underwood.com,299-271-7911,1207 Kevin Road Suite 110,West Melissafurt,CT,US,81412,Net 30,20,3.7,True
SUP-6144293394B,Hall-Greene,Alexandra Reyes,nhobbs@morgan.com,485.693.1109x193,7972 Devin Cape Apt. 249,Palmerstad,ME,US,77003,Net 60,33,3.6,True
SUP-68FE7A5B22B,"Rowe, Hernandez and Parker",Jacob Smith,brianhunter@trevino.com,+1-631-853-7795x9959,17073 Danielle Square Apt. 793,South Jessica,GU,US,43953,Net 90,14,5.0,True
SUP-7A7F084B66A,"Bennett, Ross and Mckenzie",Adam Howard,thomasscott@willis.com,534.423.4258,24102 Pena Creek,Sharonport,NH,US,31977,COD,8,3.4,True
