CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,COUNTRY,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE,LOYALTY_TIER
CUS-21BD942C275,Jeffrey,Noble,frazierannette@example.com,786.482.5085,1966-08-03,Prefer Not to Say,97266 Jason Tunnel Apt. 572,Suite 346,South Susan,VA,89895,US,Enterprise,2024-12-20 20:07:56.263073,True,Silver
CUS-65B12DB7FF3,Gregory,Norman,jonking@example.com,(861)405-1496x18068,1977-03-03,Non-Binary,887 Joseph Glen Suite 039,Suite 186,Robertland,IN,87954,US,Consumer,2022-11-20 02:09:06.895688,True,Bronze
CUS-997859FAA3B,Brandon,Hoffman,heatheryoung@example.org,+1-938-801-6934,1982-06-05,Non-Binary,377 Crystal Ridge,,North Kimberlyburgh,GA,04145,US,Small Business,2023-01-12 09:51:16.577917,True,Bronze
CUS-8211C00EA1A,Jason,Mason,henry02@example.org,001-515-323-1336,1963-11-15,Prefer Not to Say,821 Todd Falls,,North Andrea,PW,56396,US,Small Business,2021-12-01 13:01:43.012921,True,Platinum
CUS-0A507F5BCEA,Austin,Rodriguez,cassandra31@example.net,001-777-556-9000x19176,1997-03-31,Prefer Not to Say,4834 Kristen Pass,,Wilsonland,MD,37814,US,Enterprise,2023-12-14 15:10:26.750670,True,Platinum
CUS-F8CA80C61C5,Kevin,Montgomery,marshallconnie@example.net,001-287-502-7282x040,1986-11-29,Male,349 Guy Ford,Apt. 160,West Michelleborough,HI,35274,US,Corporate,2025-02-15 07:52:35.674675,True,Bronze
CUS-4ED72490AA7,Amy,Taylor,jacob76@example.org,(620)421-3116x795,1978-11-13,Non-Binary,67011 Griffin Creek,,Port Ryanmouth,WY,97752,US,Small Business,2025-01-08 04:51:08.541535,True,Bronze
CUS-D7204D8621E,Jillian,Benton,whitecody@example.org,364.926.7302x20994,1988-09-26,Non-Binary,04053 Charlene Harbors Apt. 050,,Morrismouth,AL,69656,US,Consumer,2024-03-20 13:41:38.118133,True,Gold
CUS-996E04C7BBD,Luis,Kelley,chickman@example.org,278.546.7970,2008-04-17,Male,4405 Marc Stravenue Apt. 172,,Jacksonmouth,IA,95539,US,Small Business,2022-10-30 23:14:33.596574,True,Gold
CUS-F9577056B3D,Jacob,Johnson,davidward@example.org,001-221-734-0636x80199,1947-05-23,Non-Binary,65117 Foley Mountains Apt. 170,,Nelsonstad,AS,58163,US,Small Business,2022-03-22 10:53:33.126586,True,Silver
CUS-65E225791CF,Rita,Hawkins,crystaldavis@example.com,3792044813,2003-02-10,Non-Binary,5676 Gonzales Cliffs,Suite 249,Rojasville,NJ,05614,US,Small Business,2024-05-13 19:41:31.480349,True,Gold
CUS-863C764798D,Kristy,Cole,mark77@example.org,(923)480-4534,1973-04-12,Prefer Not to Say,3209 Fields Row,,New Joseph,OK,73328,US,Consumer,2024-05-16 13:34:21.439151,True,Silver
CUS-574FA56F759,Joe,Fletcher,dthompson@example.org,+1-893-835-7024x093,1957-11-05,Prefer Not to Say,4844 Erica Gateway Apt. 565,Apt. 391,Stanleyfurt,GA,20885,US,Corporate,2023-11-27 02:25:14.854800,True,Platinum
CUS-AED4FAD9B11,Matthew,Hooper,mariavincent@example.org,(320)716-6334x0142,1970-08-18,Prefer Not to Say,5263 Jackson Ways,,Whiteborough,ID,48268,US,Consumer,2023-11-25 07:29:01.957274,True,Silver
CUS-8A86FFA6C37,Justin,Adams,lauren14@example.org,742-911-1754x944,1985-12-13,Prefer Not to Say,88424 Young Creek,,Charlesville,DE,53961,US,Enterprise,2023-10-30 20:21:35.814812,True,Platinum
CUS-BFB073C0880,Travis,Bishop,donna42@example.net,+1-987-724-7353x998,1993-09-15,Male,3007 Pacheco Green,,Tinaland,AS,69842,US,Corporate,2022-11-24 21:18:23.528052,True,Bronze
CUS-57455086A3D,Joshua,Stephenson,samanthahurst@example.org,678-524-5310x81246,1992-04-30,Prefer Not to Say,43014 Smith Manor Suite 106,,Allenmouth,PW,41069,US,Small Business,2022-08-20 09:22:07.505843,True,Platinum
CUS-2FB42D6A5A0,Nicole,Thomas,stonetravis@example.net,+1-306-350-6147x1590,2002-04-04,Prefer Not to Say,23160 Renee Trace Apt. 272,,Mccormickhaven,IN,84239,US,Enterprise,2024-07-26 13:12:46.565375,True,Gold
CUS-5B1872FCFBF,Sara,Brown,qoneal@example.net,001-998-642-5079x669,1955-11-11,Non-Binary,141 Massey Dale,,Philipfort,IN,64508,US,Consumer,2022-03-15 08:52:53.024686,True,Silver
CUS-7B86EC693CE,Janice,Ferguson,wjones@example.net,(928)459-9475x763,1982-11-23,Non-Binary,5779 Keller Rapid,,South Scott,AK,61979,US,Enterprise,2022-05-19 22:09:32.388862,True,Silver
CUS-C2BA5D9A6D6,Connie,Williams,catherineblair@example.net,850-243-9035,2000-08-18,Prefer Not to Say,696 Moran Walk Suite 354,Suite 607,Meganburgh,CO,07964,US,Enterprise,2023-02-03 15:42:59.146720,True,Bronze
CUS-405E76950D6,Kelly,Price,noahroberson@example.com,780-524-5940,1965-10-18,Non-Binary,52437 Gallagher Ramp Suite 076,,Kiaramouth,NH,29796,US,Enterprise,2021-12-23 02:57:58.874938,True,Gold
CUS-25975A6D19B,Michele,Castro,jessica25@example.org,(325)984-6790,1996-04-10,Male,79294 Murphy Estates,Apt. 967,Erikashire,OK,81314,US,Corporate,2023-12-18 03:54:01.021311,False,Platinum
CUS-E4DC1252AA8,Brian,Walker,joseph70@example.org,+1-841-759-1242,1975-02-17,Male,85139 Brooks Gateway Suite 294,Suite 142,Adkinstown,KY,08306,US,Consumer,2021-10-18 15:48:24.583741,True,Platinum
CUS-FBA43714393,Donald,Sanders,jamesmcclure@example.org,489-878-7372,2002-05-10,Non-Binary,380 Garcia Ridge,Apt. 716,East Jamesbury,AR,66640,US,Small Business,2024-02-02 07:20:37.768293,True,Bronze
CUS-A2F86FD8D65,Kelly,Miller,john60@example.net,(209)431-3788,1988-08-20,Prefer Not to Say,93676 Ayers Tunnel,Suite 736,Kathymouth,MS,41284,US,Consumer,2025-08-10 07:30:07.036682,True,Platinum
CUS-2F222646C90,Kent,Williamson,clarkrachel@example.net,495-843-5110,1984-11-10,Prefer Not to Say,3308 James Gateway Apt. 135,Apt. 485,Julietown,NH,03494,US,Consumer,2023-04-27 03:35:06.503495,True,Platinum
CUS-836E90D4509,John,Reynolds,csmith@example.com,001-615-514-4876x216,1991-10-28,Prefer Not to Say,279 Wright Extensions Suite 069,,Mandyburgh,MI,22485,US,Enterprise,2022-04-01 21:03:11.019868,True,Silver
CUS-51A21236601,Eric,Yang,william37@example.com,001-612-758-2848x89199,2005-06-28,Female,599 Kara Squares Suite 564,,Ryanmouth,FL,31729,US,Small Business,2024-11-12 06:14:33.019577,True,Platinum
CUS-5F87063FC75,Adam,Scott,geoffrey28@example.com,785.254.7018x9779,1953-05-27,Female,7093 Henry Trace Suite 028,,North Laurenport,TN,10556,US,Small Business,2025-08-27 14:05:33.558695,True,Platinum
CUS-A7222DAD326,Rachel,Johnson,sallen@example.com,4313613407,1969-10-23,Non-Binary,7527 Roberts Fall Apt. 286,Suite 851,Erinchester,PW,51784,US,Corporate,2023-11-03 14:25:41.164518,True,Platinum
CUS-F80765615E2,William,Bailey,urodriguez@example.com,(661)866-8940x93636,1985-10-21,Female,551 Wilson Cliffs Apt. 395,,Joyceburgh,DC,34684,US,Enterprise,2024-02-20 11:03:11.328896,True,Bronze
CUS-5B7A3C5F9DD,Sarah,Dixon,randall61@example.net,(912)669-7486,1978-08-24,Male,319 Spears Centers Suite 270,Suite 369,East Kathleen,GU,74346,US,Enterprise,2026-01-23 14:00:05.065592,True,Gold
CUS-DE1304AE004,Robert,Anderson,pughdennis@example.com,(590)917-6319x1986,2008-04-17,Prefer Not to Say,553 Smith Turnpike,,East James,MT,25216,US,Corporate,2025-03-11 00:59:20.926038,True,Silver
CUS-B7638466FF6,Thomas,Davidson,tracy56@example.net,001-942-598-4104x0032,1946-09-11,Prefer Not to Say,8274 Clark Underpass,,Davidbury,WY,45267,US,Corporate,2023-04-11 02:52:11.627890,True,Bronze
CUS-5ED74910B73,Christopher,Hawkins,alexandersanchez@example.net,7695586218,2003-05-26,Prefer Not to Say,112 Steven Underpass,,Port Sheilafurt,NE,50955,US,Consumer,2025-09-22 20:17:02.548659,True,Silver
CUS-672AF564B7E,Philip,Cortez,timothy81@example.net,526.559.8450,2007-02-04,Non-Binary,029 Travis Burgs Apt. 753,,Cynthiaborough,TN,97791,US,Small Business,2023-07-02 03:43:05.125413,True,Bronze
CUS-19A8C178453,James,Page,david75@example.com,219.950.3056x878,1995-04-14,Female,652 Sweeney Road,,Lauraland,NY,47102,US,Enterprise,2022-01-26 21:35:14.275284,True,Bronze
CUS-508FCDC85FE,Jennifer,Huber,williamlam@example.org,001-315-514-9777x649,1970-09-24,Non-Binary,5765 William Expressway,Apt. 619,Dianeshire,TN,03607,US,Consumer,2022-05-02 09:21:20.676147,True,Gold
CUS-2D3B6192CD6,Susan,Hart,betty43@example.net,001-745-277-6613x8865,1994-06-25,Prefer Not to Say,915 Cortez Summit,,Robertsonberg,IL,74467,US,Small Business,2025-12-23 16:26:05.910345,True,Bronze
CUS-18ECCED679F,Teresa,Mueller,susan93@example.com,8193412706,1980-12-07,Prefer Not to Say,360 Nichols Mill Apt. 020,Apt. 388,North Ericshire,RI,56458,US,Enterprise,2025-01-06 12:12:01.502256,True,Platinum
CUS-063F9704889,Thomas,Good,bmartin@example.org,+1-373-244-8365x6707,1967-06-05,Female,4396 Mendoza Island Suite 673,,North Philip,VA,78749,US,Consumer,2023-07-07 05:14:08.714062,True,Silver
CUS-D69447BC378,Sophia,Vang,vanessa88@example.com,001-330-458-8681x0253,2006-06-29,Non-Binary,6254 Waters Causeway,,New Markton,ME,02352,US,Enterprise,2021-07-24 16:41:55.690000,True,Bronze
CUS-95CB701614E,Kimberly,Hughes,charlene70@example.org,7196007388,1970-04-05,Male,474 Megan Terrace,,Port Audrey,AZ,73176,US,Corporate,2025-10-11 18:14:49.234187,True,Platinum
CUS-0F204F3813B,Daniel,Rodriguez,stacey67@example.org,332.313.0542x84251,2006-06-03,Female,59409 Martin Ports,,Bryanburgh,MD,74519,US,Small Business,2024-07-21 12:36:04.362245,True,Silver
CUS-AFCB9A65770,Colleen,Hoover,chandlerjeremy@example.org,888.476.7660,1998-07-20,Male,34039 Pierce Place Suite 443,,New Coryborough,MT,31803,US,Corporate,2023-10-10 23:21:14.240568,True,Platinum
CUS-864CEA89C80,Katelyn,Beck,lthornton@example.com,001-363-582-0715x48185,1959-08-07,Female,78605 Calderon Lodge,Suite 719,Lake Kimberly,GU,87649,US,Consumer,2022-05-04 09:49:12.713443,True,Silver
CUS-1A4B02E7B0D,Catherine,Hines,brianmoore@example.com,974-905-8923x03606,1978-11-30,Prefer Not to Say,249 Bates Extensions,,Morrismouth,CA,25318,US,Corporate,2024-04-29 02:43:59.138074,True,Silver
CUS-E8226E2EC05,Juan,Skinner,sgould@example.com,645-637-5257,1988-03-29,Prefer Not to Say,2699 Jasmine Via,,Stacyville,GU,15209,US,Consumer,2026-02-23 20:21:01.191844,True,Gold
CUS-2A4E6DA870C,Ryan,Barry,amycooper@example.com,564.567.0506x809,2008-01-23,Prefer Not to Say,6502 Flores Meadow,Apt. 345,Harrisbury,PR,27576,US,Consumer,2023-02-08 17:59:27.873247,False,Platinum
CUS-511265BE468,Belinda,Sanchez,devon57@example.org,615-457-8263x88032,1974-10-06,Female,86286 Benjamin Glen Suite 623,,Johnsonside,MI,85888,US,Small Business,2025-06-02 08:43:18.234525,True,Silver
CUS-639C7A7FBFA,Terrence,Todd,robertdavis@example.org,492-229-4123,2000-02-27,Male,53941 Hill Land Suite 189,Apt. 588,North Jose,AL,07207,US,Consumer,2026-07-01 21:10:20.200055,True,Gold
CUS-54E57AE455E,Michael,Walker,rebeccamoore@example.org,(373)854-9047x98657,1997-09-19,Female,213 Kimberly Underpass Suite 086,,Port Amber,PW,70787,US,Consumer,2025-12-25 19:41:00.722392,True,Bronze
CUS-0BF2D1E6B36,Kelly,Weber,samuel08@example.net,(630)892-5872,1974-12-11,Female,3163 Allen Plaza,,Paulville,NJ,21170,US,Consumer,2023-02-07 00:34:19.821828,True,Bronze
CUS-191FD078C9A,Tammy,Hernandez,youngjared@example.com,590-284-7491x1634,1959-12-11,Non-Binary,16636 White Terrace,,New Joshua,MP,42202,US,Corporate,2025-04-02 18:08:38.486273,True,Platinum
CUS-5DFB6540C23,Kelly,Smith,shawn62@example.org,001-351-210-8486,1969-08-22,Prefer Not to Say,002 Macdonald Hill Suite 901,Suite 495,New Maria,RI,14388,US,Corporate,2023-01-23 23:11:57.231302,True,Gold
CUS-18FBB8ADCAC,Jennifer,Vance,rachelramirez@example.org,(467)688-4573x21650,1955-03-01,Female,935 Newton Vista,Apt. 711,Lake Stevenburgh,RI,68109,US,Small Business,2026-01-28 12:55:53.556603,False,Silver
CUS-116E2BABAAC,Gary,Stanley,mooneydanielle@example.net,5665714853,1994-06-08,Prefer Not to Say,47955 Moss Circles Apt. 982,Suite 922,Port Kristahaven,TN,72443,US,Small Business,2023-05-29 14:31:16.054048,True,Gold
CUS-59B95186290,Kristi,White,dillon76@example.net,7122696250,1975-08-07,Male,249 Jesse Rapid,Suite 303,West Brandon,WV,22571,US,Corporate,2021-11-23 05:32:39.591805,True,Platinum
CUS-76FF1384136,Caroline,Cervantes,annwagner@example.com,703-276-5439x9942,1957-07-27,Male,641 Hawkins Shoal,,Port David,SD,06636,US,Corporate,2023-12-19 01:56:37.834323,True,Bronze
CUS-36BE012660E,Lisa,Cook,molinajoseph@example.net,371.259.0518x23772,1984-03-26,Non-Binary,4479 Ashley Square Apt. 717,,Melissatown,AK,26769,US,Enterprise,2024-02-10 00:12:47.467105,True,Silver
CUS-02C83B0C3CC,Michael,Rice,rose86@example.com,+1-873-874-4966x60723,1991-07-02,Non-Binary,4120 Amy Fields Suite 893,Apt. 528,Adamborough,OR,32884,US,Small Business,2025-01-30 08:15:30.576304,True,Platinum
CUS-0BD1F05474B,Daryl,Smith,tlawson@example.com,575.826.6848x0316,1975-02-19,Male,5248 John Gardens,,Cruzview,GA,80430,US,Enterprise,2025-05-26 14:10:15.132180,True,Silver
CUS-6861F867499,Stacey,Hall,alexanderhuber@example.com,595.426.0885,1983-05-04,Male,40114 Houston Hollow Suite 547,Apt. 770,Kathleenton,OK,55159,US,Consumer,2025-09-06 06:09:24.133001,True,Platinum
CUS-F70AEBDC383,Carlos,Collins,vdavila@example.net,873.396.1034x0573,2003-08-26,Female,1756 Zamora Bypass,,Foleyburgh,AS,14142,US,Consumer,2023-10-29 20:18:23.424615,True,Platinum
CUS-899AC27032E,Wesley,Mcguire,zstanley@example.org,+1-369-391-6587x23634,1947-07-21,Non-Binary,8671 Paul Valleys Suite 281,Apt. 912,Changside,NY,48608,US,Enterprise,2026-01-08 03:33:47.890726,True,Bronze
CUS-BE00C7E5BDE,Franklin,Ray,weberrichard@example.net,841.558.5537x30437,1953-05-05,Female,9670 Underwood Mews Suite 481,,Karatown,AL,08248,US,Enterprise,2026-02-02 14:47:46.164705,True,Gold
CUS-EE894826D19,Joseph,Mueller,robert23@example.org,8644079729,1956-08-25,Female,427 Julia Green Suite 992,Suite 197,Port Robert,SC,42667,US,Consumer,2025-04-06 15:17:19.654721,True,Platinum
CUS-ADCB8D45C22,Sean,Ayers,shuff@example.net,001-937-910-5392x5906,1953-02-11,Non-Binary,60174 Jackie Glens Apt. 256,,North Kellyborough,MH,13556,US,Corporate,2026-06-28 14:48:44.866596,True,Gold
CUS-C47FC4BF194,Randy,Snyder,dylan07@example.org,(279)871-7635,2000-07-21,Non-Binary,72990 Clark Plaza Apt. 767,Suite 227,East Joannaport,IA,09920,US,Consumer,2023-07-30 22:17:33.162928,True,Silver
CUS-70A81017E4C,Tracey,Hall,floreskyle@example.com,572-856-0467x820,1984-08-12,Female,155 Elizabeth Ferry Suite 134,,Lake Cindyfort,IN,12768,US,Enterprise,2023-07-07 16:07:48.838397,True,Silver
CUS-23DBB6E7992,Eric,Townsend,ochoajennifer@example.com,866.654.0532x421,1959-06-22,Prefer Not to Say,286 Steven Shores,,West Angelaland,IA,68565,US,Consumer,2025-11-09 10:55:10.437247,True,Bronze
CUS-904CA1DD313,Mason,Walker,walkerkimberly@example.com,+1-386-745-5526,1953-01-14,Female,55705 Cindy Landing Apt. 868,Suite 441,Port James,TX,77398,US,Corporate,2021-09-10 20:28:20.217699,True,Silver
CUS-F452234738B,Melissa,Hale,urios@example.net,(392)763-5600x6255,1951-01-14,Male,519 Thomas Pike Suite 953,Apt. 273,Kathyview,AS,44309,US,Corporate,2024-06-11 15:44:51.317905,True,Bronze
CUS-CA1F3E448AC,Andrew,Jones,khenderson@example.org,446.816.4615,1994-01-16,Prefer Not to Say,22470 Tina Alley,,West Allisonville,GA,76897,US,Small Business,2024-03-07 16:33:15.036214,True,Silver
CUS-323231F0575,Charles,Grant,bradley89@example.net,537-248-1268x179,1991-05-22,Female,8899 Mark Shoal,,New Davidtown,ID,28895,US,Corporate,2025-02-18 12:54:38.004370,True,Platinum
CUS-92148C7295C,Mary,Morgan,tranjoyce@example.net,001-505-363-5869x9021,1951-08-28,Female,460 Susan Club Apt. 467,Suite 428,East Janicestad,OK,69141,US,Enterprise,2022-12-12 05:50:34.550987,False,Gold
CUS-D2CECA61E42,Randy,Moore,rmeyers@example.net,584.395.9126x09203,1991-02-22,Prefer Not to Say,656 Simpson Well Apt. 665,,Jeffersonhaven,SC,13156,US,Enterprise,2025-11-07 06:54:15.030018,True,Platinum
CUS-3624A7AC11B,Justin,Andrews,melissa43@example.net,001-864-416-4508,2000-09-12,Female,22307 Victoria Stream Suite 641,,South Corey,IL,88253,US,Enterprise,2022-08-03 16:08:25.493078,False,Platinum
CUS-DC5800CFA85,Michael,Franco,tracy58@example.com,280-558-3934,1968-10-11,Prefer Not to Say,78859 Bridget Bridge Suite 965,,Austinburgh,MN,87572,US,Small Business,2025-11-11 18:32:04.790854,True,Silver
CUS-0B5F46BF75F,Robert,Thomas,kgraham@example.org,668.331.2753,1979-01-28,Female,7802 Patricia Brook Apt. 771,Apt. 629,Michaeltown,DC,98660,US,Enterprise,2026-02-09 03:13:10.747419,True,Gold
CUS-1E3C317A3DE,Katherine,Mitchell,xwalker@example.net,441.543.9103,1991-11-25,Prefer Not to Say,667 Pamela Manors,,Moyerview,NJ,63686,US,Enterprise,2023-06-19 23:34:15.333220,False,Silver
CUS-F966CF91F7A,Derek,Williams,millermonique@example.com,8832843782,1995-06-14,Prefer Not to Say,7953 Michelle Summit Suite 225,Apt. 939,East Joseph,MN,65059,US,Corporate,2024-10-05 07:14:59.720585,False,Gold
CUS-FA0FAE49C49,Kayla,Bryant,michael50@example.org,688-852-1148,2008-03-27,Prefer Not to Say,638 Brandi Locks,,Weaverhaven,VI,39525,US,Enterprise,2023-12-01 19:57:18.202663,True,Gold
CUS-C2871634210,Kristen,Chang,steven98@example.org,(789)547-7069x392,1953-10-09,Prefer Not to Say,54616 Vargas Highway,,Reesemouth,SD,59779,US,Consumer,2022-06-01 06:32:47.774522,True,Bronze
CUS-211793C42B8,Laura,Meyer,alewis@example.net,339-359-4592,1990-05-30,Male,723 Ali Center Apt. 947,,South Tony,NE,18541,US,Corporate,2024-02-28 06:07:26.695511,True,Platinum
CUS-A6B51ECDD5D,James,Herman,wware@example.com,001-399-277-9178x22008,1995-03-29,Non-Binary,428 Contreras Ranch,,South Ianland,MD,64522,US,Small Business,2023-07-16 08:42:48.314715,True,Platinum
CUS-B7998F8DA86,Matthew,King,cunninghamraymond@example.org,+1-908-600-4587x2422,2000-10-03,Non-Binary,5294 Melissa Key Apt. 719,,Mooremouth,CA,24099,US,Enterprise,2023-02-24 14:35:53.555542,True,Silver
CUS-A1CDFA1D5AC,Michelle,Scott,markblackburn@example.com,(777)277-3426x587,1958-07-25,Female,49791 Smith Neck,,Lake Paulaburgh,VI,67348,US,Small Business,2024-10-17 09:54:17.546021,True,Bronze
CUS-6BAA84EE566,Kristina,Miller,olsonjoseph@example.com,(769)874-7217x1243,1972-03-12,Female,032 Sherman Loaf,Suite 255,Lunafurt,NM,27617,US,Enterprise,2021-09-06 21:08:51.876752,True,Silver
CUS-5C0630D9194,Alex,Montes,reesedonna@example.org,539.847.6461x26149,1987-10-03,Non-Binary,96275 Wolfe Glens,Apt. 909,Brycemouth,MO,53047,US,Corporate,2023-02-18 18:59:17.099660,False,Bronze
CUS-55E1C6070BC,Allen,Pearson,peterdawson@example.org,2516640787,1998-05-29,Prefer Not to Say,35373 Diaz Estate,,Weeksburgh,WV,78580,US,Consumer,2022-08-15 18:34:45.973312,True,Silver
CUS-94CF57B6E7E,Kara,Long,dharrison@example.com,(348)799-0712x996,1963-12-16,Prefer Not to Say,0029 Jay Square,Apt. 326,South Lisa,MT,03084,US,Enterprise,2023-02-12 19:36:42.711179,True,Gold
CUS-1CCCA02A5D0,John,Chang,charles77@example.org,001-329-918-4251x956,1972-12-25,Prefer Not to Say,8922 Heather Lake Apt. 858,,Barnettchester,ID,01253,US,Enterprise,2022-04-26 05:45:09.998693,True,Bronze
CUS-07AF91EA6BF,Edward,Hernandez,charlenewalker@example.org,(828)678-9715x359,1976-01-20,Male,8474 Hill Lake,,Arthurberg,MH,68648,US,Small Business,2025-06-14 01:28:31.306915,True,Gold
CUS-3D84E699132,Katherine,Leblanc,lutzstacy@example.net,+1-308-280-8756x45058,1965-09-11,Female,08867 Lara Green,,Victorland,OR,28307,US,Enterprise,2022-10-05 06:59:08.841860,True,Bronze
CUS-9596638502A,Lisa,Blair,ybennett@example.net,565-933-3477x4963,1981-11-22,Female,62819 Michael Falls,,South Kelly,OH,84232,US,Consumer,2023-10-07 10:11:50.756781,False,Platinum
CUS-F8EE35A4CFA,Keith,Edwards,tamara19@example.com,9508472609,1955-11-09,Prefer Not to Say,5977 Tiffany Lodge,,Smithside,WV,97688,US,Enterprise,2024-01-10 16:48:19.739734,True,Gold
CUS-9CF3722A29D,Beverly,Obrien,gonzaleskenneth@example.net,766.953.9788,1996-04-29,Female,571 Daniel Roads Suite 449,,Brownchester,IA,74489,US,Corporate,2026-03-18 10:26:31.326117,True,Bronze
CUS-5EA1C19DC29,Matthew,King,pwebb@example.com,+1-321-923-8487x7561,1966-06-16,Prefer Not to Say,832 Lisa Canyon Apt. 059,,West Justinville,NV,30662,US,Corporate,2023-02-18 17:06:02.973899,True,Bronze
CUS-9DE126BFA76,Andrea,Mitchell,jessica19@example.org,542-246-2712x393,1994-05-06,Female,3353 Salazar Mountains Suite 980,,Brightburgh,NY,24867,US,Corporate,2023-06-07 14:06:34.497972,True,Platinum
CUS-94AE01AEBA4,David,Powell,foxann@example.net,578-582-7376x30977,2000-03-12,Prefer Not to Say,0979 Gordon Islands Suite 004,,Wendyton,NV,92809,US,Consumer,2025-03-08 05:35:27.741525,True,Silver
CUS-6DB7EC17F65,Ricardo,Landry,parksandre@example.com,+1-832-526-5278x254,1946-07-10,Male,156 Martinez Mount Suite 539,Suite 245,Lake Natashaside,NH,88397,US,Enterprise,2022-03-27 20:09:17.106753,True,Bronze
CUS-200DE40EC7A,William,Mason,simpsonjennifer@example.org,001-580-753-6597x268,1947-08-17,Non-Binary,051 Melissa Lodge Suite 721,Apt. 815,Kelleyside,NV,04183,US,Corporate,2021-09-15 00:12:18.459184,True,Bronze
CUS-09A4AFC981B,Isaac,Grimes,jeffrey98@example.org,949-524-1371,1945-09-10,Male,390 Schmidt Bypass Suite 848,Apt. 681,Ramosborough,ND,52230,US,Consumer,2025-09-02 13:39:56.492056,True,Bronze
CUS-BA67742E16E,Elizabeth,Williams,xwells@example.com,001-957-935-4105,2002-03-31,Male,0402 Barker Unions,Apt. 085,Allisonberg,IL,45407,US,Consumer,2023-08-30 03:36:51.203380,True,Gold
CUS-5A2E91B97A6,Kelly,Ward,csoto@example.net,9246104150,1982-01-24,Prefer Not to Say,6081 Miranda View,,North Matthewstad,SC,50623,US,Small Business,2023-12-15 14:08:29.564584,True,Gold
CUS-64B1C9891FB,Christopher,Wong,bushscott@example.net,(400)904-5840x892,1946-12-27,Non-Binary,649 Hanson Isle,,Bankshaven,AZ,89334,US,Small Business,2026-05-18 09:39:29.256835,True,Silver
CUS-2DABA3EDC5C,Diana,Clark,richardfreeman@example.org,455-681-7083x3514,1962-09-05,Non-Binary,3900 Jordan Forest Apt. 488,,Simpsonburgh,MP,41943,US,Enterprise,2022-08-29 13:24:09.326741,True,Gold
CUS-22DB9CCA269,Alejandro,Johnston,rodgersbrent@example.net,573.217.0981x66881,1960-01-05,Non-Binary,9128 Michael Courts Suite 454,,Cruzberg,MN,58066,US,Consumer,2022-01-21 02:53:58.599927,True,Platinum
CUS-1CFE9546D20,Eric,Bailey,crodriguez@example.com,001-687-962-2957,1963-03-07,Female,098 Wilson Fort,Apt. 157,South Benjaminview,HI,50656,US,Consumer,2022-09-10 04:26:01.491502,True,Gold
CUS-E610374CDF8,Margaret,Baker,seth65@example.org,841-652-6445x829,1991-06-04,Female,1913 Grant Glens Suite 620,,Port Amy,ID,58728,US,Enterprise,2026-03-22 02:53:05.698986,True,Silver
CUS-F651DB84C22,Philip,Nguyen,larrythompson@example.com,+1-560-774-1464x40261,1957-08-01,Male,5561 Douglas Meadows,,Port Christopher,ND,34033,US,Small Business,2022-10-07 08:57:55.638705,False,Gold
CUS-0A53C0461AE,Michelle,Ward,kirbybarbara@example.com,625-427-5056x880,1989-06-14,Male,71263 Kurt Square Apt. 937,,Lake Kristaberg,MT,62086,US,Small Business,2026-03-24 00:03:32.366805,True,Silver
CUS-02450230343,John,Moore,cmartinez@example.net,(974)669-5881x94687,1982-04-19,Prefer Not to Say,449 Kristin Flats,,Burnsfort,GA,95880,US,Consumer,2022-04-29 10:33:27.036612,True,Platinum
CUS-0DBFB6FCF1A,Richard,Wagner,browningmark@example.com,+1-967-983-2031x6131,1983-02-19,Male,40388 Jaime Cove Suite 180,,South Richardside,GU,01986,US,Small Business,2025-04-13 18:58:46.818362,True,Silver
CUS-C5879EDB6A2,Rodney,Medina,savagejeffrey@example.net,001-395-731-1543x978,1976-01-26,Male,59106 Smith Manor Apt. 365,Apt. 460,South Roberta,SD,23384,US,Consumer,2022-04-27 21:51:12.288922,True,Platinum
CUS-5BD796ED1DB,Larry,Crane,duanemclean@example.com,482-361-3506,1949-05-02,Female,15799 Leblanc Brook Suite 298,,North Annefort,SD,46876,US,Consumer,2025-07-31 08:12:19.775353,True,Silver
CUS-7DED0A748AD,Stephanie,Schmidt,dcantu@example.net,268.916.8214,2005-08-16,Female,08714 Beth Fields Apt. 920,Apt. 562,Flynnfort,AL,83402,US,Consumer,2022-06-15 03:00:09.647060,True,Bronze
CUS-1634A473202,Denise,Mitchell,william57@example.net,488.592.1327x38152,1956-06-05,Female,254 Daniel Ramp Apt. 847,,Kellyland,NY,70887,US,Small Business,2022-06-02 23:04:51.541480,True,Gold
CUS-3382DDF094B,Larry,Greene,dpayne@example.com,+1-792-746-3669x8375,1986-05-18,Female,8387 Williams Well Suite 709,,Lake Jacobmouth,WY,19481,US,Enterprise,2023-07-17 19:19:11.642220,True,Bronze
CUS-DFB10C056A6,Natasha,Leon,victoria80@example.com,233.315.6964,1948-08-09,Female,0193 Mark Avenue Suite 226,,Lake Ashleyland,MS,97919,US,Enterprise,2022-01-03 18:45:18.839545,False,Gold
